timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-11T08:18:42,codecarbon,1c5d78dd-81a9-4466-b93a-b1a13dd8a4a6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,237.7907183950001,0.0019647146528990653,8.26236896948782e-06,42.5,34.83520897535213,10.0,0.002744984694028534,0.002238096512697997,0.0006428271688528131,0.005625908375579345,0.0,United States,USA,nevada,,,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.671428680419922,machine,N,1.0,0.0
